Song,Album,MediaType,Genre,minutes,Price
Primal Scream,Motley Crue Greatest Hits,MPEG audio file,Metal,4.77,0.99
Too Fast For Love,Motley Crue Greatest Hits,MPEG audio file,Metal,3.35,0.99
Looks That Kill,Motley Crue Greatest Hits,MPEG audio file,Metal,4.02,0.99
Shout At The Devil,Motley Crue Greatest Hits,MPEG audio file,Metal,3.7,0.99
Intro,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,0.87,0.99
School,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,2.67,0.99
Drain You,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.59,0.99
Aneurysm,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,4.53,0.99
Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,4.79,0.99
Been A Son,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,2.13,0.99
Lithium,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,4.17,0.99
Sliver,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,1.94,0.99
Spank Thru,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.17,0.99
Scentless Apprentice,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.52,0.99
Heart-Shaped Box,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,4.7,0.99
Milk It,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.76,0.99
Negative Creep,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,2.73,0.99
Polly,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,2.5,0.99
Breed,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.47,0.99
Tourette's,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,1.93,0.99
Blew,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,Rock,3.61,0.99
Smells Like Teen Spirit,Nevermind,MPEG audio file,Rock,5.02,0.99
In Bloom,Nevermind,MPEG audio file,Rock,4.25,0.99
Come As You Are,Nevermind,MPEG audio file,Rock,3.65,0.99
Breed,Nevermind,MPEG audio file,Rock,3.07,0.99
Lithium,Nevermind,MPEG audio file,Rock,4.28,0.99
Polly,Nevermind,MPEG audio file,Rock,2.95,0.99
Territorial Pissings,Nevermind,MPEG audio file,Rock,2.39,0.99
Drain You,Nevermind,MPEG audio file,Rock,3.73,0.99
Lounge Act,Nevermind,MPEG audio file,Rock,2.61,0.99
Stay Away,Nevermind,MPEG audio file,Rock,3.54,0.99
On A Plain,Nevermind,MPEG audio file,Rock,3.27,0.99
Something In The Way,Nevermind,MPEG audio file,Rock,3.84,0.99
Time,Compositores,MPEG audio file,Rock,1.61,0.99
P.S.Apareça,Compositores,MPEG audio file,Rock,3.49,0.99
Sangue Latino,Compositores,MPEG audio file,Rock,3.72,0.99
Folhas Secas,Compositores,MPEG audio file,Rock,2.69,0.99
Poeira,Compositores,MPEG audio file,Rock,4.45,0.99
Mágica,Compositores,MPEG audio file,Rock,3.9,0.99
Quem Mata A Mulher Mata O Melhor,Compositores,MPEG audio file,Rock,4.38,0.99
Mundaréu,Compositores,MPEG audio file,Rock,3.63,0.99
O Braço Da Minha Guitarra,Compositores,MPEG audio file,Rock,4.31,0.99
Deus,Compositores,MPEG audio file,Rock,4.74,0.99
Mãe Terra,Compositores,MPEG audio file,Rock,5.11,0.99
Às Vezes,Compositores,MPEG audio file,Rock,5.5,0.99
Menino De Rua,Compositores,MPEG audio file,Rock,5.5,0.99
Prazer E Fé,Compositores,MPEG audio file,Rock,3.58,0.99
Elza,Compositores,MPEG audio file,Rock,3.32,0.99
Requebra,Olodum,MPEG audio file,Latin,4.01,0.99
Nossa Gente (Avisa Là),Olodum,MPEG audio file,Latin,3.14,0.99
Olodum - Alegria Geral,Olodum,MPEG audio file,Latin,3.89,0.99
Madagáscar Olodum,Olodum,MPEG audio file,Latin,4.2,0.99
Faraó Divindade Do Egito,Olodum,MPEG audio file,Latin,3.81,0.99
Todo Amor (Asas Da Liberdade),Olodum,MPEG audio file,Latin,4.09,0.99
Denúncia,Olodum,MPEG audio file,Latin,2.66,0.99
"Olodum, A Banda Do Pelô",Olodum,MPEG audio file,Latin,2.44,0.99
Cartao Postal,Olodum,MPEG audio file,Latin,3.53,0.99
Jeito Faceiro,Olodum,MPEG audio file,Latin,3.62,0.99
Revolta Olodum,Olodum,MPEG audio file,Latin,3.84,0.99
Reggae Odoyá,Olodum,MPEG audio file,Latin,3.74,0.99
Protesto Do Olodum (Ao Vivo),Olodum,MPEG audio file,Latin,3.43,0.99
Olodum - Smile (Instrumental),Olodum,MPEG audio file,Latin,3.93,0.99
Vulcão Dub - Fui Eu,Acústico MTV,MPEG audio file,Latin,4.78,0.99
O Trem Da Juventude,Acústico MTV,MPEG audio file,Latin,3.76,0.99
Manguetown,Acústico MTV,MPEG audio file,Latin,2.72,0.99
"Um Amor, Um Lugar",Acústico MTV,MPEG audio file,Latin,3.08,0.99
Bora-Bora,Acústico MTV,MPEG audio file,Latin,3.05,0.99
Vai Valer,Acústico MTV,MPEG audio file,Latin,3.44,0.99
I Feel Good (I Got You) - Sossego,Acústico MTV,MPEG audio file,Latin,4.08,0.99
Uns Dias,Acústico MTV,MPEG audio file,Latin,4.01,0.99
Sincero Breu,Acústico MTV,MPEG audio file,Latin,3.47,0.99
Meu Erro,Acústico MTV,MPEG audio file,Latin,3.14,0.99
Selvagem,Acústico MTV,MPEG audio file,Latin,2.48,0.99
Brasília 5:31,Acústico MTV,MPEG audio file,Latin,2.97,0.99
Tendo A Lua,Acústico MTV,MPEG audio file,Latin,3.32,0.99
Que País É Este,Acústico MTV,MPEG audio file,Latin,3.61,0.99
Navegar Impreciso,Acústico MTV,MPEG audio file,Latin,4.38,0.99
Feira Moderna,Acústico MTV,MPEG audio file,Latin,3.04,0.99
Tequila - Lourinha Bombril (Parate Y Mira),Acústico MTV,MPEG audio file,Latin,4.26,0.99
Vamo Batê Lata,Acústico MTV,MPEG audio file,Latin,3.81,0.99
Life During Wartime,Acústico MTV,MPEG audio file,Latin,4.32,0.99
Nebulosa Do Amor,Acústico MTV,MPEG audio file,Latin,3.39,0.99
Caleidoscópio,Acústico MTV,MPEG audio file,Latin,4.28,0.99
Trac Trac,Arquivo II,MPEG audio file,Latin,3.86,0.99
Tendo A Lua,Arquivo II,MPEG audio file,Latin,3.66,0.99
Mensagen De Amor (2000),Arquivo II,MPEG audio file,Latin,3.06,0.99
Lourinha Bombril,Arquivo II,MPEG audio file,Latin,2.66,0.99
La Bella Luna,Arquivo II,MPEG audio file,Latin,3.21,0.99
Busca Vida,Arquivo II,MPEG audio file,Latin,2.94,0.99
Uma Brasileira,Arquivo II,MPEG audio file,Latin,3.63,0.99
Luis Inacio (300 Picaretas),Arquivo II,MPEG audio file,Latin,3.3,0.99
Saber Amar,Arquivo II,MPEG audio file,Latin,3.38,0.99
Ela Disse Adeus,Arquivo II,MPEG audio file,Latin,3.77,0.99
O Amor Nao Sabe Esperar,Arquivo II,MPEG audio file,Latin,4.02,0.99
Aonde Quer Que Eu Va,Arquivo II,MPEG audio file,Latin,4.3,0.99
Caleidoscópio,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.52,0.99
Óculos,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.65,0.99
Cinema Mudo,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.8,0.99
Alagados,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,5.04,0.99
Lanterna Dos Afogados,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.17,0.99
Melô Do Marinheiro,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.47,0.99
Vital E Sua Moto,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.5,0.99
O Beco,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.15,0.99
Meu Erro,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.47,0.99
Perplexo,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,2.69,0.99
Me Liga,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,3.83,0.99
Quase Um Segundo,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,4.59,0.99
Selvagem,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,4.1,0.99
Romance Ideal,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,4.17,0.99
Será Que Vai Chover?,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,5.62,0.99
SKA,Arquivo Os Paralamas Do Sucesso,MPEG audio file,Latin,2.48,0.99
Bark at the Moon,Bark at the Moon (Remastered),Protected AAC audio file,Rock,4.29,0.99
I Don't Know,Blizzard of Ozz,Protected AAC audio file,Rock,5.22,0.99
Crazy Train,Blizzard of Ozz,Protected AAC audio file,Rock,4.93,0.99
Flying High Again,Diary of a Madman (Remastered),Protected AAC audio file,Rock,4.85,0.99
"Mama, I'm Coming Home",No More Tears (Remastered),Protected AAC audio file,Rock,4.19,0.99
No More Tears,No More Tears (Remastered),Protected AAC audio file,Rock,7.41,0.99
I Don't Know,Tribute,MPEG audio file,Metal,4.72,0.99
Crazy Train,Tribute,MPEG audio file,Metal,5.38,0.99
Believer,Tribute,MPEG audio file,Metal,5.15,0.99
Mr. Crowley,Tribute,MPEG audio file,Metal,5.74,0.99
Flying High Again,Tribute,MPEG audio file,Metal,4.35,0.99
Relvelation (Mother Earth),Tribute,MPEG audio file,Metal,5.82,0.99
Steal Away (The Night),Tribute,MPEG audio file,Metal,8.1,0.99
Suicide Solution (With Guitar Solo),Tribute,MPEG audio file,Metal,7.78,0.99
Iron Man,Tribute,MPEG audio file,Metal,2.87,0.99
Children Of The Grave,Tribute,MPEG audio file,Metal,5.95,0.99
Paranoid,Tribute,MPEG audio file,Metal,2.94,0.99
Goodbye To Romance,Tribute,MPEG audio file,Metal,5.57,0.99
No Bone Movies,Tribute,MPEG audio file,Metal,4.15,0.99
Dee,Tribute,MPEG audio file,Metal,4.36,0.99
Shining In The Light,Walking Into Clarksdale,MPEG audio file,Rock,4.01,0.99
When The World Was Young,Walking Into Clarksdale,MPEG audio file,Rock,6.22,0.99
Upon A Golden Horse,Walking Into Clarksdale,MPEG audio file,Rock,3.87,0.99
Blue Train,Walking Into Clarksdale,MPEG audio file,Rock,6.75,0.99
Please Read The Letter,Walking Into Clarksdale,MPEG audio file,Rock,4.37,0.99
Most High,Walking Into Clarksdale,MPEG audio file,Rock,5.61,0.99
Heart In Your Hand,Walking Into Clarksdale,MPEG audio file,Rock,3.85,0.99
Walking Into Clarksdale,Walking Into Clarksdale,MPEG audio file,Rock,5.31,0.99
Burning Up,Walking Into Clarksdale,MPEG audio file,Rock,5.36,0.99
When I Was A Child,Walking Into Clarksdale,MPEG audio file,Rock,5.76,0.99
House Of Love,Walking Into Clarksdale,MPEG audio file,Rock,5.59,0.99
Sons Of Freedom,Walking Into Clarksdale,MPEG audio file,Rock,4.11,0.99
United Colours,Original Soundtracks 1,MPEG audio file,Soundtrack,5.5,0.99
Slug,Original Soundtracks 1,MPEG audio file,Soundtrack,4.69,0.99
Your Blue Room,Original Soundtracks 1,MPEG audio file,Soundtrack,5.47,0.99
Always Forever Now,Original Soundtracks 1,MPEG audio file,Soundtrack,6.4,0.99
A Different Kind Of Blue,Original Soundtracks 1,MPEG audio file,Soundtrack,2.01,0.99
Beach Sequence,Original Soundtracks 1,MPEG audio file,Soundtrack,3.54,0.99
Miss Sarajevo,Original Soundtracks 1,MPEG audio file,Soundtrack,5.68,0.99
Ito Okashi,Original Soundtracks 1,MPEG audio file,Soundtrack,3.42,0.99
One Minute Warning,Original Soundtracks 1,MPEG audio file,Soundtrack,4.66,0.99
Corpse (These Chains Are Way Too Long),Original Soundtracks 1,MPEG audio file,Soundtrack,3.58,0.99
Elvis Ate America,Original Soundtracks 1,MPEG audio file,Soundtrack,3.0,0.99
Plot 180,Original Soundtracks 1,MPEG audio file,Soundtrack,3.69,0.99
Theme From The Swan,Original Soundtracks 1,MPEG audio file,Soundtrack,3.4,0.99
Theme From Let's Go Native,Original Soundtracks 1,MPEG audio file,Soundtrack,3.11,0.99
Wrathchild,The Beast Live,MPEG audio file,Rock,2.84,0.99
Killers,The Beast Live,MPEG audio file,Rock,5.17,0.99
Prowler,The Beast Live,MPEG audio file,Rock,4.0,0.99
Murders In The Rue Morgue,The Beast Live,MPEG audio file,Rock,4.31,0.99
Women In Uniform,The Beast Live,MPEG audio file,Rock,3.17,0.99
Remember Tomorrow,The Beast Live,MPEG audio file,Rock,5.44,0.99
Sanctuary,The Beast Live,MPEG audio file,Rock,3.31,0.99
Running Free,The Beast Live,MPEG audio file,Rock,3.33,0.99
Phantom Of The Opera,The Beast Live,MPEG audio file,Rock,6.97,0.99
Iron Maiden,The Beast Live,MPEG audio file,Rock,3.92,0.99
Corduroy,Live On Two Legs [Live],MPEG audio file,Rock,5.09,0.99
Given To Fly,Live On Two Legs [Live],MPEG audio file,Rock,3.89,0.99
"Hail, Hail",Live On Two Legs [Live],MPEG audio file,Rock,3.73,0.99
Daughter,Live On Two Legs [Live],MPEG audio file,Rock,6.79,0.99
Elderly Woman Behind The Counter In A Small Town,Live On Two Legs [Live],MPEG audio file,Rock,3.82,0.99
Untitled,Live On Two Legs [Live],MPEG audio file,Rock,2.05,0.99
MFC,Live On Two Legs [Live],MPEG audio file,Rock,2.47,0.99
Go,Live On Two Legs [Live],MPEG audio file,Rock,2.69,0.99
Red Mosquito,Live On Two Legs [Live],MPEG audio file,Rock,4.05,0.99
Even Flow,Live On Two Legs [Live],MPEG audio file,Rock,5.29,0.99
Off He Goes,Live On Two Legs [Live],MPEG audio file,Rock,5.72,0.99
Nothingman,Live On Two Legs [Live],MPEG audio file,Rock,4.64,0.99
Do The Evolution,Live On Two Legs [Live],MPEG audio file,Rock,3.76,0.99
Better Man,Live On Two Legs [Live],MPEG audio file,Rock,4.1,0.99
Black,Live On Two Legs [Live],MPEG audio file,Rock,6.93,0.99
F*Ckin' Up,Live On Two Legs [Live],MPEG audio file,Rock,6.29,0.99
Life Wasted,Pearl Jam,MPEG audio file,Alternative & Punk,3.91,0.99
World Wide Suicide,Pearl Jam,MPEG audio file,Alternative & Punk,3.49,0.99
Comatose,Pearl Jam,MPEG audio file,Alternative & Punk,2.33,0.99
Severed Hand,Pearl Jam,MPEG audio file,Alternative & Punk,4.51,0.99
Marker In The Sand,Pearl Jam,MPEG audio file,Alternative & Punk,4.39,0.99
Parachutes,Pearl Jam,MPEG audio file,Alternative & Punk,3.61,0.99
Unemployable,Pearl Jam,MPEG audio file,Alternative & Punk,3.07,0.99
Big Wave,Pearl Jam,MPEG audio file,Alternative & Punk,2.98,0.99
Gone,Pearl Jam,MPEG audio file,Alternative & Punk,4.16,0.99
Wasted Reprise,Pearl Jam,MPEG audio file,Alternative & Punk,0.9,0.99
Army Reserve,Pearl Jam,MPEG audio file,Alternative & Punk,3.76,0.99
Come Back,Pearl Jam,MPEG audio file,Alternative & Punk,5.5,0.99
Inside Job,Pearl Jam,MPEG audio file,Alternative & Punk,7.14,0.99
Can't Keep,Riot Act,MPEG audio file,Rock,3.66,0.99
Save You,Riot Act,MPEG audio file,Rock,3.84,0.99
Love Boat Captain,Riot Act,MPEG audio file,Rock,4.61,0.99
Cropduster,Riot Act,MPEG audio file,Rock,3.86,0.99
Ghost,Riot Act,MPEG audio file,Rock,3.25,0.99
I Am Mine,Riot Act,MPEG audio file,Rock,3.6,0.99
Thumbing My Way,Riot Act,MPEG audio file,Rock,4.17,0.99
You Are,Riot Act,MPEG audio file,Rock,4.51,0.99
Get Right,Riot Act,MPEG audio file,Rock,2.64,0.99
Green Disease,Riot Act,MPEG audio file,Rock,2.69,0.99
Help Help,Riot Act,MPEG audio file,Rock,3.58,0.99
Bushleager,Riot Act,MPEG audio file,Rock,3.96,0.99
1/2 Full,Riot Act,MPEG audio file,Rock,4.18,0.99
Arc,Riot Act,MPEG audio file,Rock,1.09,0.99
All or None,Riot Act,MPEG audio file,Rock,4.63,0.99
Once,Ten,MPEG audio file,Rock,3.86,0.99
Evenflow,Ten,MPEG audio file,Rock,4.9,0.99
Alive,Ten,MPEG audio file,Rock,5.68,0.99
Why Go,Ten,MPEG audio file,Rock,3.34,0.99
Black,Ten,MPEG audio file,Rock,5.73,0.99
Jeremy,Ten,MPEG audio file,Rock,5.32,0.99
Oceans,Ten,MPEG audio file,Rock,2.7,0.99
Porch,Ten,MPEG audio file,Rock,3.51,0.99
Garden,Ten,MPEG audio file,Rock,4.99,0.99
Deep,Ten,MPEG audio file,Rock,4.31,0.99
Release,Ten,MPEG audio file,Rock,9.1,0.99
Go,Vs.,MPEG audio file,Rock,3.22,0.99
Animal,Vs.,MPEG audio file,Rock,2.82,0.99
Daughter,Vs.,MPEG audio file,Rock,3.93,0.99
Glorified G,Vs.,MPEG audio file,Rock,3.45,0.99
Dissident,Vs.,MPEG audio file,Rock,3.59,0.99
W.M.A.,Vs.,MPEG audio file,Rock,5.99,0.99
Blood,Vs.,MPEG audio file,Rock,2.84,0.99
Rearviewmirror,Vs.,MPEG audio file,Rock,4.74,0.99
Rats,Vs.,MPEG audio file,Rock,4.26,0.99
Elderly Woman Behind The Counter In A Small Town,Vs.,MPEG audio file,Rock,3.27,0.99
Leash,Vs.,MPEG audio file,Rock,3.15,0.99
Indifference,Vs.,MPEG audio file,Rock,5.03,0.99
Johnny B. Goode,Greatest Hits,MPEG audio file,Reggae,4.05,0.99
Don't Look Back,Greatest Hits,MPEG audio file,Reggae,3.69,0.99
Jah Seh No,Greatest Hits,MPEG audio file,Reggae,4.61,0.99
I'm The Toughest,Greatest Hits,MPEG audio file,Reggae,3.84,0.99
Nothing But Love,Greatest Hits,MPEG audio file,Reggae,3.69,0.99
Buk-In-Hamm Palace,Greatest Hits,MPEG audio file,Reggae,4.43,0.99
Bush Doctor,Greatest Hits,MPEG audio file,Reggae,4.0,0.99
Wanted Dread And Alive,Greatest Hits,MPEG audio file,Reggae,4.34,0.99
Mystic Man,Greatest Hits,MPEG audio file,Reggae,5.89,0.99
Coming In Hot,Greatest Hits,MPEG audio file,Reggae,3.55,0.99
Pick Myself Up,Greatest Hits,MPEG audio file,Reggae,3.91,0.99
Crystal Ball,Greatest Hits,MPEG audio file,Reggae,5.16,0.99
Equal Rights Downpresser Man,Greatest Hits,MPEG audio file,Reggae,6.11,0.99
Speak To Me/Breathe,Dark Side Of The Moon,MPEG audio file,Rock,3.9,0.99
On The Run,Dark Side Of The Moon,MPEG audio file,Rock,3.58,0.99
Time,Dark Side Of The Moon,MPEG audio file,Rock,7.09,0.99
The Great Gig In The Sky,Dark Side Of The Moon,MPEG audio file,Rock,4.73,0.99
Money,Dark Side Of The Moon,MPEG audio file,Rock,6.53,0.99
Us And Them,Dark Side Of The Moon,MPEG audio file,Rock,7.68,0.99
Any Colour You Like,Dark Side Of The Moon,MPEG audio file,Rock,3.43,0.99
Brain Damage,Dark Side Of The Moon,MPEG audio file,Rock,3.84,0.99
Eclipse,Dark Side Of The Moon,MPEG audio file,Rock,2.09,0.99
ZeroVinteUm,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,5.26,0.99
Queimando Tudo,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.88,0.99
Hip Hop Rio,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.53,0.99
Bossa,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,0.48,0.99
100% HardCore,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.75,0.99
Biruta,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.55,0.99
Mão Na Cabeça,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.38,0.99
O Bicho Tá Pregando,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.87,0.99
Adoled (Ocean),Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.09,0.99
Seus Amigos,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,1.68,0.99
Paga Pau,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.29,0.99
Rappers Reais,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.37,0.99
Nega Do Cabelo Duro,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.03,0.99
Hemp Family,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,3.43,0.99
Quem Me Cobrou?,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,2.03,0.99
Se Liga,Os Cães Ladram Mas A Caravana Não Pára,MPEG audio file,Hip Hop/Rap,6.84,0.99
Bohemian Rhapsody,Greatest Hits I,MPEG audio file,Rock,5.98,0.99
Another One Bites The Dust,Greatest Hits I,MPEG audio file,Rock,3.62,0.99
Killer Queen,Greatest Hits I,MPEG audio file,Rock,3.03,0.99
Fat Bottomed Girls,Greatest Hits I,MPEG audio file,Rock,3.41,0.99
Bicycle Race,Greatest Hits I,MPEG audio file,Rock,3.06,0.99
You're My Best Friend,Greatest Hits I,MPEG audio file,Rock,2.87,0.99
Don't Stop Me Now,Greatest Hits I,MPEG audio file,Rock,3.53,0.99
Save Me,Greatest Hits I,MPEG audio file,Rock,3.81,0.99
Crazy Little Thing Called Love,Greatest Hits I,MPEG audio file,Rock,2.74,0.99
Somebody To Love,Greatest Hits I,MPEG audio file,Rock,4.96,0.99
Now I'm Here,Greatest Hits I,MPEG audio file,Rock,4.26,0.99
Good Old-Fashioned Lover Boy,Greatest Hits I,MPEG audio file,Rock,2.93,0.99
Play The Game,Greatest Hits I,MPEG audio file,Rock,3.56,0.99
Flash,Greatest Hits I,MPEG audio file,Rock,2.81,0.99
Seven Seas Of Rhye,Greatest Hits I,MPEG audio file,Rock,2.84,0.99
We Will Rock You,Greatest Hits I,MPEG audio file,Rock,2.05,0.99
We Are The Champions,Greatest Hits I,MPEG audio file,Rock,3.02,0.99
We Will Rock You,News Of The World,MPEG audio file,Rock,2.04,0.99
We Are The Champions,News Of The World,MPEG audio file,Rock,3.05,0.99
Sheer Heart Attack,News Of The World,MPEG audio file,Rock,3.46,0.99
"All Dead, All Dead",News Of The World,MPEG audio file,Rock,3.17,0.99
Spread Your Wings,News Of The World,MPEG audio file,Rock,4.59,0.99
Fight From The Inside,News Of The World,MPEG audio file,Rock,3.08,0.99
"Get Down, Make Love",News Of The World,MPEG audio file,Rock,3.85,0.99
Sleep On The Sidewalk,News Of The World,MPEG audio file,Rock,3.12,0.99
Who Needs You,News Of The World,MPEG audio file,Rock,3.12,0.99
It's Late,News Of The World,MPEG audio file,Rock,6.44,0.99
My Melancholy Blues,News Of The World,MPEG audio file,Rock,3.44,0.99
Shiny Happy People,Out Of Time,MPEG audio file,Alternative & Punk,3.77,0.99
Me In Honey,Out Of Time,MPEG audio file,Alternative & Punk,4.11,0.99
Radio Song,Out Of Time,MPEG audio file,Alternative & Punk,4.26,0.99
Pop Song 89,Green,MPEG audio file,Alternative & Punk,3.1,0.99
Get Up,Green,MPEG audio file,Alternative & Punk,2.67,0.99
You Are The Everything,Green,MPEG audio file,Alternative & Punk,3.77,0.99
Stand,Green,MPEG audio file,Alternative & Punk,3.21,0.99
World Leader Pretend,Green,MPEG audio file,Alternative & Punk,4.33,0.99
The Wrong Child,Green,MPEG audio file,Alternative & Punk,3.61,0.99
Orange Crush,Green,MPEG audio file,Alternative & Punk,3.86,0.99
Turn You Inside-Out,Green,MPEG audio file,Alternative & Punk,4.29,0.99
Hairshirt,Green,MPEG audio file,Alternative & Punk,3.93,0.99
I Remember California,Green,MPEG audio file,Alternative & Punk,5.07,0.99
Untitled,Green,MPEG audio file,Alternative & Punk,3.19,0.99
How The West Was Won And Where It Got Us,New Adventures In Hi-Fi,MPEG audio file,Rock,4.52,0.99
The Wake-Up Bomb,New Adventures In Hi-Fi,MPEG audio file,Rock,5.14,0.99
New Test Leper,New Adventures In Hi-Fi,MPEG audio file,Rock,5.45,0.99
Undertow,New Adventures In Hi-Fi,MPEG audio file,Rock,5.16,0.99
E-Bow The Letter,New Adventures In Hi-Fi,MPEG audio file,Rock,5.42,0.99
Leave,New Adventures In Hi-Fi,MPEG audio file,Rock,7.3,0.99
Departure,New Adventures In Hi-Fi,MPEG audio file,Rock,3.49,0.99
Bittersweet Me,New Adventures In Hi-Fi,MPEG audio file,Rock,4.1,0.99
Be Mine,New Adventures In Hi-Fi,MPEG audio file,Rock,5.55,0.99
Binky The Doormat,New Adventures In Hi-Fi,MPEG audio file,Rock,5.03,0.99
Zither,New Adventures In Hi-Fi,MPEG audio file,Rock,2.57,0.99
"So Fast, So Numb",New Adventures In Hi-Fi,MPEG audio file,Rock,4.21,0.99
